Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Symbol
2015-01-01 00:00:00+05:30,303.76628137813947,306.16944014962314,301.22064311257594,305.2480773925781,1336492,0.0,0.0,HCLTECH
2015-01-02 00:00:00+05:30,304.34564913014464,307.5561678981488,303.96570388517205,304.95355224609375,933372,0.0,0.0,HCLTECH
2015-01-05 00:00:00+05:30,306.80580461835325,306.80580461835325,298.0100623678381,299.8243103027344,2012624,0.0,0.0,HCLTECH
2015-01-06 00:00:00+05:30,299.0168604208084,299.0928540957669,289.26177243961894,291.81689453125,3470408,0.0,0.0,HCLTECH
2015-01-07 00:00:00+05:30,292.4628780294843,294.0776454625798,283.5721492394915,284.8829650878906,3540560,0.0,0.0,HCLTECH
2015-01-08 00:00:00+05:30,288.18844026081337,292.5578101527044,284.0090429729176,291.4749755859375,3906036,0.0,0.0,HCLTECH
2015-01-09 00:00:00+05:30,291.92139137404547,300.850103297121,289.3092682050606,293.6121520996094,6164448,0.0,0.0,HCLTECH
2015-01-12 00:00:00+05:30,295.4264469763489,299.9667976972948,292.6908363302126,299.3114013671875,2661684,0.0,0.0,HCLTECH
2015-01-13 00:00:00+05:30,299.31143225080433,302.99688328446234,296.9937518963149,300.8406982421875,2916072,0.0,0.0,HCLTECH
2015-01-14 00:00:00+05:30,303.1773915752909,303.72831696153685,294.5146423788823,299.9288635253906,4133276,0.0,0.0,HCLTECH
2015-01-15 00:00:00+05:30,302.9968639014608,307.4612211036744,294.9230264080959,302.6739196777344,3658976,0.0,0.0,HCLTECH
2015-01-16 00:00:00+05:30,302.81631505103866,312.3339373791946,299.31132996525525,311.3650817871094,3185348,0.0,0.0,HCLTECH
2015-01-19 00:00:00+05:30,313.45491729999014,328.6527314721109,311.5172052690544,312.4385681152344,3335832,0.0,0.0,HCLTECH
2015-01-20 00:00:00+05:30,315.8294186309743,319.0114593901135,313.39776029723913,317.66265869140625,3099268,0.0,0.0,HCLTECH
2015-01-21 00:00:00+05:30,315.58257497837144,321.433742209494,311.7451365045979,320.5313720703125,7541032,0.0,0.0,HCLTECH
2015-01-22 00:00:00+05:30,320.6738074784686,321.6331785600249,314.7846558008427,316.4374084472656,3769104,0.0,0.0,HCLTECH
2015-01-23 00:00:00+05:30,315.9436148558664,317.045465869034,309.9024964868547,312.8185729980469,4683076,0.0,0.0,HCLTECH
2015-01-27 00:00:00+05:30,313.24584310967845,313.24584310967845,305.3904802779723,307.0622253417969,4461772,0.0,0.0,HCLTECH
2015-01-28 00:00:00+05:30,305.8558883991642,316.44686093224084,305.8558883991642,315.24053955078125,4173388,0.0,0.0,HCLTECH
2015-01-29 00:00:00+05:30,314.974694107978,315.8675564015146,305.64704043434114,313.25543212890625,4751440,0.0,0.0,HCLTECH
2015-01-30 00:00:00+05:30,343.8505462863646,345.7502730614274,333.05060420813743,340.383544921875,21415344,0.0,0.0,HCLTECH
2015-02-02 00:00:00+05:30,341.950799144178,360.948065763299,341.58036172111423,359.2383117675781,10089756,0.0,0.0,HCLTECH
2015-02-03 00:00:00+05:30,362.8477778545792,363.7976411473922,355.4388441706375,360.99554443359375,8442272,0.0,0.0,HCLTECH
2015-02-04 00:00:00+05:30,362.4740351267791,364.3817932063937,359.71733401696093,362.5408020019531,4939900,2.0,0.0,HCLTECH
2015-02-05 00:00:00+05:30,362.47408485014404,377.8983063820752,359.9844508994997,376.3339538574219,8494896,0.0,0.0,HCLTECH
2015-02-06 00:00:00+05:30,375.82836421530584,380.97931133906894,371.1162107913852,372.90948486328125,4023848,0.0,0.0,HCLTECH
2015-02-09 00:00:00+05:30,370.2959024119399,383.36404734507636,368.44538609429884,380.4642639160156,4670508,0.0,0.0,HCLTECH
2015-02-10 00:00:00+05:30,378.6900015109228,379.2337079386028,367.2434523468647,368.83642578125,5786408,0.0,0.0,HCLTECH
2015-02-11 00:00:00+05:30,370.047897754977,375.2560876460746,366.5185446174821,373.1003112792969,2142516,0.0,0.0,HCLTECH
2015-02-12 00:00:00+05:30,372.0128983056008,379.64393211699775,371.8221224603159,378.5755920410156,4365376,0.0,0.0,HCLTECH
2015-02-13 00:00:00+05:30,379.6438247347247,382.31468581326044,377.12559360447233,380.20660400390625,3286008,0.0,0.0,HCLTECH
2015-02-16 00:00:00+05:30,380.60727359131977,383.07781091521457,377.85054927599026,378.6613464355469,3024868,0.0,0.0,HCLTECH
2015-02-18 00:00:00+05:30,379.9395553205688,389.1826335522091,379.17645211752523,387.8758239746094,6327804,0.0,0.0,HCLTECH
2015-02-19 00:00:00+05:30,387.27492519568557,391.9870787633826,385.3671669434901,390.73748779296875,4136952,0.0,0.0,HCLTECH
2015-02-20 00:00:00+05:30,391.09037952930737,392.0442585037691,380.8075595269978,381.6946716308594,2668572,0.0,0.0,HCLTECH
2015-02-23 00:00:00+05:30,381.551726102708,386.8362081940028,373.62497967769656,376.01922607421875,2666340,0.0,0.0,HCLTECH
2015-02-24 00:00:00+05:30,376.0190559224779,381.32263183062116,373.09065240738033,376.98248291015625,3643048,0.0,0.0,HCLTECH
2015-02-25 00:00:00+05:30,379.5485157026423,380.3306919519812,376.17179280980776,378.34661865234375,2276348,0.0,0.0,HCLTECH
2015-02-26 00:00:00+05:30,378.30853112355857,383.0779276329327,374.8650175285629,376.8681640625,4156644,0.0,0.0,HCLTECH
2015-02-27 00:00:00+05:30,379.4531460544122,386.44508525345043,376.86812410517996,385.7487487792969,4808820,0.0,0.0,HCLTECH
2015-03-02 00:00:00+05:30,389.3543806991683,389.3543806991683,381.61841178352853,386.29241943359375,4098336,0.0,0.0,HCLTECH
2015-03-03 00:00:00+05:30,387.4657298797627,390.1175187054354,378.69958937323884,387.5038757324219,4306688,0.0,0.0,HCLTECH
2015-03-04 00:00:00+05:30,388.61036200982414,391.4147573688959,385.3671729307044,388.4195861816406,3430308,0.0,0.0,HCLTECH
2015-03-05 00:00:00+05:30,388.41958835407837,395.8407494814719,388.4100402473898,393.95208740234375,3448716,0.0,0.0,HCLTECH
2015-03-09 00:00:00+05:30,392.3781675339586,395.8407300342921,383.65017377454274,394.0856018066406,6555768,0.0,0.0,HCLTECH
2015-03-10 00:00:00+05:30,392.04421669544917,394.71507753911646,386.8932707826623,389.97430419921875,5425488,0.0,0.0,HCLTECH
2015-03-11 00:00:00+05:30,392.9982138091071,403.8533400163917,388.3337540332494,392.8169860839844,10074260,0.0,0.0,HCLTECH
2015-03-12 00:00:00+05:30,393.95211246703826,396.680216314119,389.61196207545225,391.6055603027344,4880440,0.0,0.0,HCLTECH
2015-03-13 00:00:00+05:30,392.769270747369,392.8074165964557,377.9364506209122,383.9554138183594,6368968,0.0,0.0,HCLTECH
2015-03-16 00:00:00+05:30,385.3670174205077,394.1427019756282,384.2223629133181,392.42572021484375,7937836,0.0,0.0,HCLTECH
2015-03-17 00:00:00+05:30,394.2954598059281,394.69606106773756,387.84722800832145,389.0109558105469,10007444,0.0,0.0,HCLTECH
2015-03-18 00:00:00+05:30,389.18264998578263,391.6150415481938,380.6072866947033,382.80120849609375,18927840,0.0,0.0,HCLTECH
2015-03-19 00:00:00+05:30,377.7360365534318,383.9934913226717,370.86810861609666,373.7869873046875,10163240,0.0,2.0,HCLTECH
2015-03-20 00:00:00+05:30,373.9014886935464,375.828319583035,368.4834514084427,373.8824157714844,6271108,0.0,0.0,HCLTECH
2015-03-23 00:00:00+05:30,374.1304675026294,376.82040199011846,366.9573011066372,369.49462890625,3897136,0.0,0.0,HCLTECH
2015-03-24 00:00:00+05:30,369.7235315551797,373.5390478766986,366.4231006218405,370.2386169433594,5298696,0.0,0.0,HCLTECH
2015-03-25 00:00:00+05:30,370.86820479014,388.34326574918185,369.76169568696,384.2797546386719,7518574,0.0,0.0,HCLTECH
2015-03-26 00:00:00+05:30,383.84093041955276,385.36713690233427,373.1956308869265,376.74407958984375,7048128,0.0,0.0,HCLTECH
2015-03-27 00:00:00+05:30,375.21785722893605,382.6962593628762,364.34363649928304,367.376953125,4280330,0.0,0.0,HCLTECH
2015-03-30 00:00:00+05:30,368.5788897360028,376.2862376365424,364.9541491019531,374.0923156738281,3275064,0.0,0.0,HCLTECH
2015-03-31 00:00:00+05:30,373.9206122142277,375.4658917193369,368.96044082771243,374.0732421875,3726676,0.0,0.0,HCLTECH
2015-04-01 00:00:00+05:30,361.3294624429918,367.4342896859568,356.75084201076805,358.98291015625,8281168,0.0,0.0,HCLTECH
2015-04-06 00:00:00+05:30,355.98766180242995,358.2769715246321,348.0323198330027,355.62518310546875,7728748,0.0,0.0,HCLTECH
2015-04-07 00:00:00+05:30,358.58209434571756,364.76323329131964,353.86994264509474,356.5789489746094,4348138,0.0,0.0,HCLTECH
2015-04-08 00:00:00+05:30,360.54718531359526,369.72349654018467,358.6585002557003,365.8507385253906,3587334,0.0,0.0,HCLTECH
2015-04-09 00:00:00+05:30,369.72356313376633,369.72356313376633,359.04011652102594,367.873046875,2674132,0.0,0.0,HCLTECH
2015-04-10 00:00:00+05:30,366.02250678020795,373.0430667161533,364.76339094606163,369.05584716796875,2837478,0.0,0.0,HCLTECH
2015-04-13 00:00:00+05:30,369.303911222372,373.34835005283713,364.3818848241793,372.4135437011719,3099142,0.0,0.0,HCLTECH
2015-04-15 00:00:00+05:30,373.15743535507795,373.15743535507795,358.18153623678876,360.3754577636719,3098572,0.0,0.0,HCLTECH
2015-04-16 00:00:00+05:30,362.0924960369523,365.48831485136503,356.17844578555844,364.09564208984375,2057382,0.0,0.0,HCLTECH
2015-04-17 00:00:00+05:30,361.71095304831044,362.7411471291621,356.54093300781705,358.6966857910156,3138232,0.0,0.0,HCLTECH
2015-04-20 00:00:00+05:30,360.56624371497355,361.5964376403427,348.1848902652441,352.6681213378906,3223104,0.0,0.0,HCLTECH
2015-04-21 00:00:00+05:30,320.8085585338005,351.0274478307558,318.6337099059328,339.82891845703125,14596284,0.0,0.0,HCLTECH
2015-04-22 00:00:00+05:30,337.4823750287244,340.305866057021,329.317161840561,334.7351989746094,7934682,0.0,0.0,HCLTECH
2015-04-23 00:00:00+05:30,336.83374385572137,346.0672971245963,336.6238951358049,341.4886779785156,6391380,0.0,0.0,HCLTECH
2015-04-24 00:00:00+05:30,341.48861487997556,349.8437749650724,340.1088722577045,343.76904296875,6406490,2.0,0.0,HCLTECH
2015-04-27 00:00:00+05:30,343.4241769065247,347.2185051048076,334.9731987113787,338.4992370605469,3789232,0.0,0.0,HCLTECH
2015-04-28 00:00:00+05:30,336.75545179987694,338.7100919124246,327.44210326007425,333.6318359375,5803656,0.0,0.0,HCLTECH
2015-04-29 00:00:00+05:30,333.63173547740644,342.33184399893446,329.01340309389155,340.0322570800781,4076096,0.0,0.0,HCLTECH
2015-04-30 00:00:00+05:30,338.0776674648652,340.33893778240156,330.5656912582447,337.4836120605469,7338470,0.0,0.0,HCLTECH
2015-05-04 00:00:00+05:30,337.4836872440991,355.1905189816485,331.8305335834794,352.5268249511719,3352524,0.0,0.0,HCLTECH
2015-05-05 00:00:00+05:30,353.7532271263401,356.05281473496206,346.9119633477358,349.5181579589844,3459534,0.0,0.0,HCLTECH
2015-05-06 00:00:00+05:30,347.6400646915631,354.82627416258356,337.3494220861054,341.5461730957031,4595278,0.0,0.0,HCLTECH
2015-05-07 00:00:00+05:30,343.4432985946362,354.5004931172068,337.3110667820853,352.8907775878906,3639964,0.0,0.0,HCLTECH
2015-05-08 00:00:00+05:30,355.4586741833398,363.6222035610502,351.0511323219937,354.7113037109375,3579368,0.0,0.0,HCLTECH
2015-05-11 00:00:00+05:30,358.1607504719063,363.9097191793205,353.9065229854652,360.9969177246094,3592212,0.0,0.0,HCLTECH
2015-05-12 00:00:00+05:30,361.03513629173693,361.590874460304,348.96230530108966,350.9361267089844,2464630,0.0,0.0,HCLTECH
2015-05-13 00:00:00+05:30,351.07023653418764,361.801641144403,351.07023653418764,359.2337646484375,2774824,0.0,0.0,HCLTECH
2015-05-14 00:00:00+05:30,359.80874536064306,361.03519656678066,351.83684760966526,354.6346740722656,2252426,0.0,0.0,HCLTECH
2015-05-15 00:00:00+05:30,354.51966856021016,358.2756560458938,347.8125396955576,350.26544189453125,3405608,0.0,0.0,HCLTECH
2015-05-18 00:00:00+05:30,351.6452825802166,357.7775163908798,345.66636397186625,356.6468811035156,3014132,0.0,0.0,HCLTECH
2015-05-19 00:00:00+05:30,356.4361451342342,359.02318167149883,352.6034984123607,358.0267028808594,2588934,0.0,0.0,HCLTECH
2015-05-20 00:00:00+05:30,360.65182675093223,369.3710924880031,359.98111400192676,367.97216796875,3073544,0.0,0.0,HCLTECH
2015-05-21 00:00:00+05:30,369.4478647900331,373.28051026035325,367.93396515073437,371.8624267578125,2092768,0.0,0.0,HCLTECH
